BDE,BN,UIC,CO,PLT,SEC,SQD,Position,PARA,LIN,PERSID,,BDE,BN,UIC,CO,PLT,SEC,SQD,Position,PARA,LIN,PERSID
2CR,1SQN2CR,WASFAA,T,3,N/A,H,#3 Assistant Operations Sergeant,103,,,,2CR,FAS2CR,WAK5AA,T,,,,Fire Support Specialist,112,,
2CR,1SQN2CR,WASFAA,T,3,N/A,H,Chemical Biological Radiological Nuclear (CBRN) Non-commissioned Officer (NCO),103,,,,2CR,FAS2CR,WAK5AA,T,,,,Fire Support Officer,112,,
2CR,1SQN2CR,WASFAA,T,3,N/A,F,Electronic Warfare (EW) Sergeant,104,,,,2CR,FAS2CR,WAK5AA,T,,,,Fire Support Sergeant,112,,
2CR,1SQN2CR,WASFAA,T,3,N/A,H,Interim Armored Vehicle (IAV) Commander,105,,,,2CR,FAS2CR,WAK5AA,T,,,,Fire Support Specialist,112,,
2CR,1SQN2CR,WASFAA,T,3,N/A,H,Interim Armored Vehicle (IAV) Driver,105,,,,2CR,FAS2CR,WAK5AA,T,,,,Fire Support Specialist,112,,
2CR,1SQN2CR,WASFAA,T,3,N/A,Z,Air Force Staff Officer,105,,,,2CR,FAS2CR,WAK5AA,T,,,,Fire Support Officer,112,,
2CR,1SQN2CR,WASFAA,T,3,N/A,Z,Air Force Staff Non-commissioned Officer (NCO),105,,,,2CR,FAS2CR,WAK5AA,T,,,,Fire Support Sergeant,112,,
2CR,1SQN2CR,WASFAA,T,3,N/A,Z,Air Force Staff Enlisted,105,,,,2CR,FAS2CR,WAK5AA,T,,,,Fire Support Specialist,112,,
2CR,1SQN2CR,WASFAA,T,3,N/A,H,Liaison Officer,106,,,,2CR,FAS2CR,WAK5AA,T,,,,Fire Support Specialist,112,,
2CR,1SQN2CR,WASFAA,T,1,N/A,A,Personnel Staff Officer/S1,107,,,,2CR,FAS2CR,WAK5AA,T,,,,Personnel Staff Officer/S1,113,,
2CR,1SQN2CR,WASFAA,T,1,N/A,A,Human Resources Specialist,107,,,,2CR,FAS2CR,WAK5AA,T,,,,Senior Human Resources Sergeant,113,,
2CR,1SQN2CR,WASFAA,T,1,N/A,A,Senior Human Resources Sergeant,107,,,,2CR,FAS2CR,WAK5AA,T,,,,Human Resources Sergeant,113,,
2CR,1SQN2CR,WASFAA,T,1,N/A,A,#1 Human Resources Sergeant,107,,,,2CR,FAS2CR,WAK5AA,T,,,,Paralegal Specialist,113,,
2CR,1SQN2CR,WASFAA,T,1,N/A,A,Paralegal Non-commissioned Officer (NCO),107,,,,2CR,FAS2CR,WAK5AA,T,,,,#1 Human Resources Specialist,113,,
2CR,1SQN2CR,WASFAA,T,1,N/A,A,#2 Human Resources Sergeant,107,,,,2CR,FAS2CR,WAK5AA,T,,,,#2 Human Resources Specialist,113,,
2CR,1SQN2CR,WASFAA,T,1,N/A,A,#1 Human Resources Specialist,107,,,,2CR,FAS2CR,WAK5AA,T,,,,#3 Human Resources Specialist,113,,
2CR,1SQN2CR,WASFAA,T,1,N/A,A,#2 Human Resources Specialist,107,,,,2CR,FAS2CR,WAK5AA,T,,,,Human Resources Specialist,113,,
2CR,1SQN2CR,WASFAA,T,4,N/A,S,S4/Logistics Staff Officer,108,,,,2CR,FAS2CR,WAK5AA,T,,,,S4/Logistics Staff Officer,114,,
2CR,1SQN2CR,WASFAA,T,4,N/A,S,Supply Specialist,108,,,,2CR,FAS2CR,WAK5AA,T,,,,Ammunition Officer,114,,
2CR,1SQN2CR,WASFAA,T,4,N/A,S,Senior Supply Sergeant,108,,,,2CR,FAS2CR,WAK5AA,T,,,,Ammunition Non-commissioned Officer (NCO),114,,
2CR,1SQN2CR,WASFAA,T,4,N/A,S,#1 Supply Specialist,108,,,,2CR,FAS2CR,WAK5AA,T,,,,Senior Supply Sergeant,114,,
2CR,1SQN2CR,WASFAA,T,4,N/A,S,#2 Supply Specialist,108,,,,2CR,FAS2CR,WAK5AA,T,,,,Supply Specialist,114,,
2CR,1SQN2CR,WASFAA,T,4,N/A,C,Chaplain,109,,,,2CR,FAS2CR,WAK5AA,T,,,,Supply Specialist,114,,
2CR,1SQN2CR,WASFAA,T,4,N/A,C,Religious Affairs Non-commissioned Officer (NCO),109,,,,2CR,FAS2CR,WAK5AA,T,,,,Chaplain,115,,
2CR,1SQN2CR,WASFAA,T,6,N/A,H,Transmission System Operator-Maintainer,110,,,,2CR,FAS2CR,WAK5AA,T,,,,Religious Affairs Specialist,115,,
2CR,1SQN2CR,WASFAA,T,6,N/A,H,Nodal Network System Operator-Maintainer,110,,,,2CR,FAS2CR,WAK5AA,T,,,,Communication Staff Officer,116,,
2CR,1SQN2CR,WASFAA,T,6,N/A,H,Communication Staff Officer,110,,,,2CR,FAS2CR,WAK5AA,T,,,,Signal Support Systems Specialist,116,,
2CR,1SQN2CR,WASFAA,T,6,N/A,H,Information Technician Specialist,110,,,,2CR,FAS2CR,WAK5AA,T,,,,Section Chief,116,,
2CR,1SQN2CR,WASFAA,T,6,N/A,H,Nodal Network System Operator-Maintainer,110,,,,2CR,FAS2CR,WAK5AA,T,,,,Signal Information Services (IS) Specialist,116,,
2CR,1SQN2CR,WASFAA,T,6,N/A,H,Senior Transmission System Operator-Maintainer,110,,,,2CR,FAS2CR,WAK5AA,T,,,,Signal Support Systems Maintainer,116,,
2CR,1SQN2CR,WASFAA,T,6,N/A,H,Section Chief,110,,,,2CR,FAS2CR,WAK5AA,T,,,,Information Technician Specialist,117,,
2CR,1SQN2CR,WASFAA,T,6,N/A,H,Information Technician Specialist,110,,,,2CR,FAS2CR,WAK5AA,T,,,,Information Technician Specialist,117,,
2CR,1SQN2CR,WASFAA,T,6,N/A,H,Signal Information Services (IS) Specialist,110,,,,2CR,FAS2CR,WAK5AA,T,,,,#1 Nodal Network System Operator-Maintainer,118,,
2CR,1SQN2CR,WASFAA,T,6,N/A,H,Electromagnetic Spectrum Non-commissioned Officer (NCO),110,,,,2CR,FAS2CR,WAK5AA,T,,,,Senior Transmission System Operator-Maintainer,118,,
2CR,1SQN2CR,WASFAA,T,6,N/A,H,Signal Support Systems Maintainer,110,,,,2CR,FAS2CR,WAK5AA,T,,,,Transmission System Operator-Maintainer,118,,
2CR,1SQN2CR,WASFAA,T,6,N/A,1,#1 Radio Retransmission Operator,111,,,,2CR,FAS2CR,WAK5AA,T,,,,#2 Nodal Network System Operator-Maintainer,118,,
2CR,1SQN2CR,WASFAA,T,6,N/A,1,#2 Radio Retransmission Operator,111,,,,2CR,FAS2CR,WAK5AA,T,,,,Radio Retransmission Operator,119,,
2CR,1SQN2CR,WASFAA,T,6,N/A,1,Radio Retransmission Supervisor,111,,,,2CR,FAS2CR,WAK5AA,T,,,,Radio Retransmission Supervisor,119,,
2CR,1SQN2CR,WASFAA,T,6,N/A,2,#1 Radio Retransmission Operator,111,,,,2CR,FAS2CR,WAK5AA,T,,,,Radio Retransmission Operator,119,,
2CR,1SQN2CR,WASFAA,T,6,N/A,2,#2 Radio Retransmission Operator,111,,,,2CR,FAS2CR,WAK5AA,T,,,,Team Chief,119,,
2CR,1SQN2CR,WASFAA,T,6,N/A,H,Team Chief,111,,,,2CR,FAS2CR,WAK5AA,T,,,,Radio Retransmission Operator,119,,
2CR,1SQN2CR,WASFAA,T,H,N/A,H,Commander,112,,,,2CR,FAS2CR,WAK5AA,T,,,,Radio Retransmission Operator,119,,
2CR,1SQN2CR,WASFAA,T,H,N/A,H,Vehicle Driver,112,,,,2CR,FAS2CR,WAK5AA,T,,,,Commander,120,,
2CR,1SQN2CR,WASFAA,T,H,N/A,H,Executive Officer (XO),112,,,,2CR,FAS2CR,WAK5AA,T,,,,Vehicle Driver,120,,
2CR,1SQN2CR,WASFAA,T,H,N/A,H,First Sergeant (1SG),112,,,,2CR,FAS2CR,WAK5AA,T,,,,Executive Officer (XO),120,,
2CR,1SQN2CR,WASFAA,T,S,N/A,S,Supply Sergeant,112,,,,2CR,FAS2CR,WAK5AA,T,,,,First Sergeant (1SG),120,,
2CR,1SQN2CR,WASFAA,T,S,N/A,S,Supply Specialist,112,,,,2CR,FAS2CR,WAK5AA,T,,,,Tactical Data System Operator,120,,
2CR,1SQN2CR,WASFAA,T,S,N/A,S,Supply Specialist,112,,,,2CR,FAS2CR,WAK5AA,T,,,,Supply Sergeant,121,,
2CR,1SQN2CR,WASFAA,T,R,N/A,H,Platoon Leader,113,,,,2CR,FAS2CR,WAK5AA,T,,,,Supply Specialist,121,,
2CR,1SQN2CR,WASFAA,T,R,N/A,H,Scout Gunner,113,,,,2CR,FAS2CR,WAK5AA,T,,,,Supply Specialist,121,,
2CR,1SQN2CR,WASFAA,T,R,N/A,H,Scout Driver,113,,,,2CR,FAS2CR,WAK5AA,T,,,,Platoon Leader,122,,
2CR,1SQN2CR,WASFAA,T,R,N/A,H,Platoon Sergeant,113,,,,2CR,FAS2CR,WAK5AA,T,,,,Platoon Sergeant,122,,
2CR,1SQN2CR,WASFAA,T,R,N/A,H,Scout Gunner,113,,,,2CR,FAS2CR,WAK5AA,T,,,,Radar Repairer,122,,
2CR,1SQN2CR,WASFAA,T,R,N/A,H,Scout Driver,113,,,,2CR,FAS2CR,WAK5AA,T,,,,Section Chief,123,,
2CR,1SQN2CR,WASFAA,T,R,N/A,H,#1 Team Leader,113,,,,2CR,FAS2CR,WAK5AA,T,,,,Fire Finder (FF) Radar Operator,123,,
2CR,1SQN2CR,WASFAA,T,R,N/A,H,#2 Team Leader,113,,,,2CR,FAS2CR,WAK5AA,T,,,,Fire Finder (FF) Radar Operator,123,,
2CR,1SQN2CR,WASFAA,T,R,N/A,H,#1 Scout,113,,,,2CR,FAS2CR,WAK5AA,T,,,,Senior Fire Finder Radar Operator,123,,
2CR,1SQN2CR,WASFAA,T,R,N/A,H,#2 Scout,113,,,,2CR,FAS2CR,WAK5AA,T,,,,Radar Repairer,123,,
2CR,1SQN2CR,WASFAA,T,R,N/A,H,#3 Scout,113,,,,2CR,FAS2CR,WAK5AA,T,,,,Fire Finder (FF) Radar Operator,123,,
2CR,1SQN2CR,WASFAA,T,R,N/A,H,#4 Scout,113,,,,2CR,FAS2CR,WAK5AA,T,,,,Section Chief,124,,
2CR,1SQN2CR,WASFAA,T,R,N/A,1,Squad Leader,114,,,,2CR,FAS2CR,WAK5AA,T,,,,Senior Fire Finder Radar Operator,124,,
2CR,1SQN2CR,WASFAA,T,R,N/A,1,Scout Gunner,114,,,,2CR,FAS2CR,WAK5AA,T,,,,Fire Finder (FF) Radar Operator,124,,
2CR,1SQN2CR,WASFAA,T,R,N/A,1,Scout Driver,114,,,,2CR,FAS2CR,WAK5AA,T,,,,Fire Finder (FF) Radar Operator,124,,
2CR,1SQN2CR,WASFAA,T,R,N/A,1,Team Leader,114,,,,2CR,FAS2CR,WAK5AA,T,,,,Fire Finder (FF) Radar Operator,124,,
2CR,1SQN2CR,WASFAA,T,R,N/A,1,Scout Gunner,114,,,,2CR,FAS2CR,WAK5AA,T,,,,Targeting Officer,126,,
2CR,1SQN2CR,WASFAA,T,R,N/A,1,Scout Driver,114,,,,2CR,FAS2CR,WAK5AA,T,,,,Senior Field Artillery (FA) Targeting Non-commissioned Officer (NCO),126,,
2CR,1SQN2CR,WASFAA,T,R,N/A,1,Squad Leader,114,,,,2CR,FAS2CR,WAK5AA,T,,,,#1 Targeting Non-commissioned Officer (NCO),126,,
2CR,1SQN2CR,WASFAA,T,R,N/A,1,Team Leader,114,,,,2CR,FAS2CR,WAK5AA,T,,,,#2 Targeting Non-commissioned Officer (NCO),126,,
2CR,1SQN2CR,WASFAA,T,R,N/A,1,#1 Scout,114,,,,2CR,FAS2CR,WAK5AA,T,,,,Target Processing Specialist,126,,
2CR,1SQN2CR,WASFAA,T,R,N/A,1,#2 Scout,114,,,,2CR,FAS2CR,WAK5AA,T,,,,Target Processing Specialist,126,,
2CR,1SQN2CR,WASFAA,T,R,N/A,1,#3 Scout,114,,,,2CR,FAS2CR,WAK5AA,T,,,,Lightweight Counter Mortar Radar (LCMR) Operator,127,,
2CR,1SQN2CR,WASFAA,T,R,N/A,1,#4 Scout,114,,,,2CR,FAS2CR,WAK5AA,T,,,,Lightweight Counter Mortar Radar (LCMR) Operator,127,,
2CR,1SQN2CR,WASFAA,T,R,N/A,2,Squad Leader,114,,,,2CR,FAS2CR,WAK5AA,T,,,,Lightweight Counter Mortar Radar (LCMR) Operator,127,,
2CR,1SQN2CR,WASFAA,T,R,N/A,2,Scout Gunner,114,,,,2CR,FAS2CR,WAK5AA,T,,,,Lightweight Counter Mortar Radar (LCMR) Operator,127,,
2CR,1SQN2CR,WASFAA,T,R,N/A,2,Scout Driver,114,,,,2CR,FAS2CR,WAK5AA,T,,,,Section Chief,127,,
2CR,1SQN2CR,WASFAA,T,R,N/A,2,Team Leader,114,,,,2CR,FAS2CR,WAK5AA,T,,,,#1 Lightweight Counter Mortar Radar (LCMR) Operator,127,,
2CR,1SQN2CR,WASFAA,T,R,N/A,2,Scout Gunner,114,,,,2CR,FAS2CR,WAK5AA,T,,,,#2 Lightweight Counter Mortar Radar (LCMR) Operator,127,,
2CR,1SQN2CR,WASFAA,T,R,N/A,2,Scout Driver,114,,,,2CR,FAS2CR,WAK5AA,T,,,,Senior Lightweight Counter Mortar Radar (LCMR) Operator,127,,
2CR,1SQN2CR,WASFAA,T,R,N/A,2,Squad Leader,114,,,,2CR,FAS2CR,WAK5AA,T,D,N/A,H,Platoon Leader,128,,
2CR,1SQN2CR,WASFAA,T,R,N/A,2,Team Leader,114,,,,2CR,FAS2CR,WAK5AA,T,D,N/A,H,Field Medical Assistant,128,,
2CR,1SQN2CR,WASFAA,T,R,N/A,2,#1 Scout,114,,,,2CR,FAS2CR,WAK5AA,T,D,N/A,H,Platoon Sergeant,128,,
2CR,1SQN2CR,WASFAA,T,R,N/A,2,#2 Scout,114,,,,2CR,FAS2CR,WAK5AA,T,D,N/A,H,Physician Assistant (PA),129,,
2CR,1SQN2CR,WASFAA,T,R,N/A,2,#3 Scout,114,,,,2CR,FAS2CR,WAK5AA,T,D,N/A,H,Health Care Specialist,129,,
2CR,1SQN2CR,WASFAA,T,R,N/A,2,#4 Scout,114,,,,2CR,FAS2CR,WAK5AA,T,D,N/A,H,Health Care Sergeant,129,,
2CR,1SQN2CR,WASFAA,T,M,N/A,H,Platoon Leader,115,,,,2CR,FAS2CR,WAK5AA,T,D,N/A,H,Health Care Specialist,129,,
2CR,1SQN2CR,WASFAA,T,M,N/A,H,Platoon Sergeant,115,,,,2CR,FAS2CR,WAK5AA,T,D,1,1,Emergency Care Sergeant,130,,
2CR,1SQN2CR,WASFAA,T,M,N/A,H,Section Leader,115,,,,2CR,FAS2CR,WAK5AA,T,D,1,1,Ambulance Aide/Driver,130,,
2CR,1SQN2CR,WASFAA,T,M,N/A,H,Vehicle Driver,115,,,,2CR,FAS2CR,WAK5AA,T,D,1,1,Ambulance Aide/Driver,130,,
2CR,1SQN2CR,WASFAA,T,M,N/A,H,#1 Fire Direction Computer,115,,,,2CR,FAS2CR,WAK5AA,T,D,1,1,Emergency Care Sergeant,130,,
2CR,1SQN2CR,WASFAA,T,M,N/A,H,#2 Fire Direction Computer,115,,,,2CR,FAS2CR,WAK5AA,T,D,1,1,Ambulance Aide/Driver,130,,
2CR,1SQN2CR,WASFAA,T,M,N/A,H,Radiotelephone Operator (RATELO),115,,,,2CR,FAS2CR,WAK5AA,T,D,1,1,Ambulance Aide/Driver,130,,
2CR,1SQN2CR,WASFAA,T,M,N/A,1,Squad Leader,116,,,,2CR,FAS2CR,WAK5AA,T,D,2,1,Emergency Care Sergeant,130,,
2CR,1SQN2CR,WASFAA,T,M,N/A,1,Mortar Carrier Driver,116,,,,2CR,FAS2CR,WAK5AA,T,D,2,1,Ambulance Aide/Driver,130,,
2CR,1SQN2CR,WASFAA,T,M,N/A,1,Assistant Gunner,116,,,,2CR,FAS2CR,WAK5AA,T,D,2,1,Ambulance Aide/Driver,130,,
2CR,1SQN2CR,WASFAA,T,M,N/A,1,Ammunition Bearer,116,,,,2CR,FAS2CR,WAK5AA,T,D,1,2,#1 Combat Medic,131,,
2CR,1SQN2CR,WASFAA,T,M,N/A,1,Gunner,116,,,,2CR,FAS2CR,WAK5AA,T,D,1,2,#2 Combat Medic,131,,
2CR,1SQN2CR,WASFAA,T,M,N/A,2,Squad Leader,116,,,,2CR,FAS2CR,WAK5AA,T,D,1,2,#3 Combat Medic,131,,
2CR,1SQN2CR,WASFAA,T,M,N/A,2,Mortar Carrier Driver,116,,,,2CR,FAS2CR,WAK5AA,T,D,2,2,#4 Combat Medic,131,,
2CR,1SQN2CR,WASFAA,T,M,N/A,2,Assistant Gunner,116,,,,2CR,FAS2CR,WAK5AA,T,D,2,2,#5 Combat Medic,131,,
2CR,1SQN2CR,WASFAA,T,M,N/A,2,Ammunition Bearer,116,,,,2CR,FAS2CR,WAK5AA,T,D,2,2,#6 Combat Medic,131,,
2CR,1SQN2CR,WASFAA,T,M,N/A,2,Gunner,116,,,,2CR,FAS2CR,WAK5AA,A,H,N/A,H,Commander,201,,
2CR,1SQN2CR,WASFAA,T,M,N/A,3,Squad Leader,116,,,,2CR,FAS2CR,WAK5AA,A,H,N/A,H,Vehicle Driver,201,,
2CR,1SQN2CR,WASFAA,T,M,N/A,3,Mortar Carrier Driver,116,,,,2CR,FAS2CR,WAK5AA,A,H,N/A,H,First Sergeant (1SG),201,,
2CR,1SQN2CR,WASFAA,T,M,N/A,3,Assistant Gunner,116,,,,2CR,FAS2CR,WAK5AA,A,H,N/A,G,Forward Signal Support Non-commissioned Officer (NCO),201,,
2CR,1SQN2CR,WASFAA,T,M,N/A,3,Ammunition Bearer,116,,,,2CR,FAS2CR,WAK5AA,A,H,N/A,H,Operations Readiness Non-commissioned Officer (NCO),201,,
2CR,1SQN2CR,WASFAA,T,M,N/A,3,Gunner,116,,,,2CR,FAS2CR,WAK5AA,A,H,N/A,S,Supply Non-commissioned Officer (NCO),202,,
2CR,1SQN2CR,WASFAA,T,M,N/A,4,Squad Leader,116,,,,2CR,FAS2CR,WAK5AA,A,H,N/A,S,Supply Specialist,202,,
2CR,1SQN2CR,WASFAA,T,M,N/A,4,Mortar Carrier Driver,116,,,,2CR,FAS2CR,WAK5AA,A,1,N/A,H,Platoon Leader,203,,
2CR,1SQN2CR,WASFAA,T,M,N/A,4,Assistant Gunner,116,,,,2CR,FAS2CR,WAK5AA,A,1,N/A,H,Field Artillery (FA) Weapons Mechanic,203,,
2CR,1SQN2CR,WASFAA,T,M,N/A,4,Ammunition Bearer,116,,,,2CR,FAS2CR,WAK5AA,A,1,N/A,H,Platoon Sergeant,203,,
2CR,1SQN2CR,WASFAA,T,M,N/A,4,Gunner,116,,,,2CR,FAS2CR,WAK5AA,A,1,N/A,H,Gunnery Sergeant (GYSGT),203,,
2CR,1SQN2CR,WASFAA,T,P,N/A,1,Squad Leader,117,,,,2CR,FAS2CR,WAK5AA,A,1,N/A,H,Fire Direction Officer,204,,
2CR,1SQN2CR,WASFAA,T,P,N/A,2,Senior Sniper,117,,,,2CR,FAS2CR,WAK5AA,A,1,N/A,H,Fire Control Non-commissioned Officer (NCO),204,,
2CR,1SQN2CR,WASFAA,T,P,N/A,2,#1 Sniper,117,,,,2CR,FAS2CR,WAK5AA,A,1,N/A,H,Fire Control Sergeant,204,,
2CR,1SQN2CR,WASFAA,T,P,N/A,2,#2 Sniper,117,,,,2CR,FAS2CR,WAK5AA,A,1,N/A,H,#1 Tactical Data System Operator,204,,
2CR,1SQN2CR,WASFAA,T,P,N/A,3,Senior Sniper,117,,,,2CR,FAS2CR,WAK5AA,A,1,N/A,H,#2 Tactical Data System Operator,204,,
2CR,1SQN2CR,WASFAA,T,P,N/A,3,#1 Sniper,117,,,,2CR,FAS2CR,WAK5AA,A,1,N/A,H,#3 Tactical Data System Operator,204,,
2CR,1SQN2CR,WASFAA,T,P,N/A,3,#2 Sniper,117,,,,2CR,FAS2CR,WAK5AA,A,1,N/A,H,#4 Tactical Data System Operator,204,,
2CR,1SQN2CR,WASFAA,T,P,N/A,4,Senior Sniper,117,,,,2CR,FAS2CR,WAK5AA,A,1,N/A,H,Tactical Data System Operator,204,,
2CR,1SQN2CR,WASFAA,T,P,N/A,4,#1 Sniper,117,,,,2CR,FAS2CR,WAK5AA,A,1,1,1,Howitzer Section Chief,205,,
2CR,1SQN2CR,WASFAA,T,P,N/A,4,#2 Sniper,117,,,,2CR,FAS2CR,WAK5AA,A,1,1,1,Gunner/Ammunition Team Chief (ATC),205,,
2CR,1SQN2CR,WASFAA,T,D,N/A,H,Platoon Leader,118,,,,2CR,FAS2CR,WAK5AA,A,1,1,1,Gunner,205,,
2CR,1SQN2CR,WASFAA,T,D,N/A,H,Platoon Sergeant,118,,,,2CR,FAS2CR,WAK5AA,A,1,1,1,Assistant Gunner,205,,
2CR,1SQN2CR,WASFAA,T,D,N/A,H,Medical Operations Officer,118,,,,2CR,FAS2CR,WAK5AA,A,1,1,1,#1 Cannoneer,205,,
2CR,1SQN2CR,WASFAA,T,D,N/A,H,Field Surgeon,119,,,,2CR,FAS2CR,WAK5AA,A,1,1,1,#2 Cannoneer,205,,
2CR,1SQN2CR,WASFAA,T,D,N/A,H,Health Care Specialist,119,,,,2CR,FAS2CR,WAK5AA,A,1,1,1,#3 Cannoneer,205,,
2CR,1SQN2CR,WASFAA,T,D,N/A,H,#1 Health Care Sergeant,119,,,,2CR,FAS2CR,WAK5AA,A,1,1,2,Prime Mover Driver,205,,
2CR,1SQN2CR,WASFAA,T,D,N/A,H,#2 Health Care Sergeant,119,,,,2CR,FAS2CR,WAK5AA,A,1,1,2,Cannoneer,205,,
2CR,1SQN2CR,WASFAA,T,D,N/A,H,#3 Health Care Sergeant,119,,,,2CR,FAS2CR,WAK5AA,A,1,2,1,Howitzer Section Chief,205,,
2CR,1SQN2CR,WASFAA,T,D,N/A,H,Physician Assistant (PA),119,,,,2CR,FAS2CR,WAK5AA,A,1,2,1,Gunner/Ammunition Team Chief (ATC),205,,
2CR,1SQN2CR,WASFAA,T,D,N/A,H,Health Care Specialist,119,,,,2CR,FAS2CR,WAK5AA,A,1,2,1,Gunner,205,,
2CR,1SQN2CR,WASFAA,T,D,N/A,H,Health Care Specialist,119,,,,2CR,FAS2CR,WAK5AA,A,1,2,1,Assistant Gunner,205,,
2CR,1SQN2CR,WASFAA,T,D,N/A,1,Emergency Care Sergeant,120,,,,2CR,FAS2CR,WAK5AA,A,1,2,1,#1 Cannoneer,205,,
2CR,1SQN2CR,WASFAA,T,D,N/A,1,#1 Ambulance Aide/Driver,120,,,,2CR,FAS2CR,WAK5AA,A,1,2,1,#2 Cannoneer,205,,
2CR,1SQN2CR,WASFAA,T,D,N/A,1,#2 Ambulance Aide/Driver,120,,,,2CR,FAS2CR,WAK5AA,A,1,2,1,#3 Cannoneer,205,,
2CR,1SQN2CR,WASFAA,T,D,N/A,1,Emergency Care Sergeant,120,,,,2CR,FAS2CR,WAK5AA,A,1,2,2,Prime Mover Driver,205,,
2CR,1SQN2CR,WASFAA,T,D,N/A,1,#1 Ambulance Aide/Driver,120,,,,2CR,FAS2CR,WAK5AA,A,1,2,2,Cannoneer,205,,
2CR,1SQN2CR,WASFAA,T,D,N/A,1,#2 Ambulance Aide/Driver,120,,,,2CR,FAS2CR,WAK5AA,A,1,3,1,Howitzer Section Chief,205,,
2CR,1SQN2CR,WASFAA,T,D,N/A,2,Emergency Care Sergeant,120,,,,2CR,FAS2CR,WAK5AA,A,1,3,1,Gunner/Ammunition Team Chief (ATC),205,,
2CR,1SQN2CR,WASFAA,T,D,N/A,2,#1 Ambulance Aide/Driver,120,,,,2CR,FAS2CR,WAK5AA,A,1,3,1,Gunner,205,,
2CR,1SQN2CR,WASFAA,T,D,N/A,2,#2 Ambulance Aide/Driver,120,,,,2CR,FAS2CR,WAK5AA,A,1,3,1,Assistant Gunner,205,,
2CR,1SQN2CR,WASFAA,T,D,N/A,2,Emergency Care Sergeant,120,,,,2CR,FAS2CR,WAK5AA,A,1,3,1,#1 Cannoneer,205,,
2CR,1SQN2CR,WASFAA,T,D,N/A,2,#1 Ambulance Aide/Driver,120,,,,2CR,FAS2CR,WAK5AA,A,1,3,1,#2 Cannoneer,205,,
2CR,1SQN2CR,WASFAA,T,D,N/A,2,#2 Ambulance Aide/Driver,120,,,,2CR,FAS2CR,WAK5AA,A,1,3,1,#3 Cannoneer,205,,
2CR,1SQN2CR,WASFAA,T,D,N/A,3,#1 Emergency Care Sergeant,121,,,,2CR,FAS2CR,WAK5AA,A,1,3,2,Prime Mover Driver,205,,
2CR,1SQN2CR,WASFAA,T,D,N/A,3,#2 Emergency Care Sergeant,121,,,,2CR,FAS2CR,WAK5AA,A,1,3,2,Cannoneer,205,,
2CR,1SQN2CR,WASFAA,T,D,N/A,3,#3 Emergency Care Sergeant,121,,,,2CR,FAS2CR,WAK5AA,A,2,N/A,H,Platoon Leader,203,,
2CR,1SQN2CR,WASFAA,T,D,N/A,3,#1 Combat Medic,121,,,,2CR,FAS2CR,WAK5AA,A,2,N/A,H,Field Artillery (FA) Weapons Mechanic,203,,
2CR,1SQN2CR,WASFAA,T,D,N/A,3,#2 Combat Medic,121,,,,2CR,FAS2CR,WAK5AA,A,2,N/A,H,Platoon Sergeant,203,,
2CR,1SQN2CR,WASFAA,T,D,N/A,3,#3 Combat Medic,121,,,,2CR,FAS2CR,WAK5AA,A,2,N/A,H,Gunnery Sergeant (GYSGT),203,,
2CR,1SQN2CR,WASFAA,T,D,N/A,3,#4 Combat Medic,121,,,,2CR,FAS2CR,WAK5AA,A,2,N/A,H,Fire Direction Officer,204,,
2CR,1SQN2CR,WASFAA,T,D,N/A,3,#5 Combat Medic,121,,,,2CR,FAS2CR,WAK5AA,A,2,N/A,H,Fire Control Non-commissioned Officer (NCO),204,,
2CR,1SQN2CR,WASFAA,T,D,N/A,3,#6 Combat Medic,121,,,,2CR,FAS2CR,WAK5AA,A,2,N/A,H,Fire Control Sergeant,204,,
2CR,1SQN2CR,WASFAA,T,D,N/A,3,#7 Combat Medic,121,,,,2CR,FAS2CR,WAK5AA,A,2,N/A,H,#1 Tactical Data System Operator,204,,
2CR,1SQN2CR,WASFAA,T,D,N/A,3,#8 Combat Medic,121,,,,2CR,FAS2CR,WAK5AA,A,2,N/A,H,#2 Tactical Data System Operator,204,,
2CR,1SQN2CR,WASFAA,T,D,N/A,3,#9 Combat Medic,121,,,,2CR,FAS2CR,WAK5AA,A,2,N/A,H,#3 Tactical Data System Operator,204,,
2CR,1SQN2CR,WASFAA,T,D,N/A,3,#10 Combat Medic,121,,,,2CR,FAS2CR,WAK5AA,A,2,N/A,H,#4 Tactical Data System Operator,204,,
2CR,1SQN2CR,WASFAA,T,D,N/A,3,#11 Combat Medic,121,,,,2CR,FAS2CR,WAK5AA,A,2,N/A,H,Tactical Data System Operator,204,,
2CR,1SQN2CR,WASFAA,A,H,N/A,H,Commander,201,,,,2CR,FAS2CR,WAK5AA,A,2,1,1,Howitzer Section Chief,205,,
2CR,1SQN2CR,WASFAA,A,H,N/A,H,Interim Armored Vehicle (IAV) Commander,201,,,,2CR,FAS2CR,WAK5AA,A,2,1,1,Gunner/Ammunition Team Chief (ATC),205,,
2CR,1SQN2CR,WASFAA,A,H,N/A,H,Interim Armored Vehicle (IAV) Driver,201,,,,2CR,FAS2CR,WAK5AA,A,2,1,1,Gunner,205,,
2CR,1SQN2CR,WASFAA,A,H,N/A,H,Radiotelephone Operator (RATELO),201,,,,2CR,FAS2CR,WAK5AA,A,2,1,1,Assistant Gunner,205,,
2CR,1SQN2CR,WASFAA,A,H,N/A,H,Executive Officer (XO),201,,,,2CR,FAS2CR,WAK5AA,A,2,1,1,#1 Cannoneer,205,,
